513,511,2 generation,2000,2006,1
515,512,4 generation,2008,2010,1
516,512,3 generation,2003,2007,1
517,512,2 generation,1996,2002,1
518,512,1 generation,1992,1996,1
524,534,1 generation,1991,2001,1
532,546,1 generation,1992,1998,1
546,574,2 generation,2008,2015,1
547,574,1 generation,1957,1975,1
548,582,2 generation,2007,2011,1
549,582,1 generation,1995,2001,1
552,586,2 generation,2009,2015,1
553,586,1 generation [restyling],2005,2017,1
554,586,1 generation,2001,2005,1
556,588,3 generation,2008,2010,1
561,593,1 generation,1999,2004,1
563,595,1 generation [restyling],1986,2002,1
564,595,2 generation,2003,2011,1
565,595,1 generation,1980,1986,1
566,596,3 generation [2th restyling],2012,2019,1
568,596,3 generation [restyling],2009,2012,1
569,596,3 generation,2005,2012,1
570,596,2 generation,1999,2003,1
571,596,1 generation,1993,1999,1
578,607,2 generation,2002,2010,1
582,614,5 generation,1992,1998,1
587,615,2 generation,2010,2015,1
588,615,1 generation [restyling],2007,2010,1
589,615,1 generation,2003,2007,1
593,620,2 generation,1999,2007,1
594,620,1 generation,1990,1999,1
595,624,3 generation [restyling],2016,2019,1
596,624,3 generation,2012,2015,1
597,624,2 generation,2007,2012,1
601,626,6 generation,1995,2000,1
602,626,5 generation [restyling],1992,1995,1
603,626,5 generation,1990,1992,1
604,626,4 generation,1986,1995,1
605,626,2 generation,1974,1980,1
606,626,1 generation,1968,1974,1
609,629,3 generation,2006,2019,1
610,629,2 generation,2003,2006,1
611,629,1 generation [restyling],1999,2002,1
612,630,5 generation,2010,2015,1
613,630,4 generation,2006,2010,1
615,630,3 generation,2002,2006,1
616,630,2 generation,1995,1999,1
621,633,Mini Wagon,1996,2002,1
622,633,2 generation,1993,1997,1
623,633,1 generation,1986,1993,1
624,634,6 generation [restyling],2013,2019,1
626,634,5 generation,2001,2007,1
627,634,4 generation,1996,2000,1
628,634,3 generation,1989,1996,1
629,634,2 generation,1983,1989,1
630,634,1 generation,1976,1983,1
632,636,1 generation,2008,2012,1
633,637,3 generation,2011,2015,1
634,637,2 generation [restyling],2008,2011,1
636,637,1 generation [restyling],2001,2005,1
637,637,2 generation,2004,2008,1
640,637,1 generation,1998,2004,1
641,640,2 generation,2012,2016,1
642,640,1 generation,2005,2012,1
643,642,2 generation [restyling],2010,2015,1
644,642,2 generation,2006,2010,1
645,642,1 generation [restyling],2000,2006,1
646,642,1 generation,1995,2000,1
651,647,2 generation,2008,2019,1
652,647,1 generation,1996,2008,1
653,648,2 generation,2013,2019,1
654,648,1 generation,2008,2013,1
655,651,2 generation,2000,2004,1
656,651,1 generation [restyling],1996,1998,1
658,652,4 generation,2007,2010,1
659,652,3 generation,2000,2003,1
660,652,2 generation,1996,2000,1
661,652,1 generation,1993,1996,1
662,653,6 generation,2014,2019,1
664,653,5 generation,2004,2009,1
665,653,6 generation [restyling],2017,2019,1
666,653,5 generation [2th restyling],2012,2014,1
670,655,2 generation,1993,1998,1
671,655,1 generation,1988,1993,1
674,658,3 generation [restyling],2009,2011,1
675,658,4 generation,2012,2015,1
676,658,2 generation,2003,2006,1
678,659,1 generation [restyling],2010,2015,1
679,659,1 generation,2006,2010,1
681,660,2 generation,1994,1998,1
682,661,1 generation [restyling],1987,1993,1
683,661,1 generation,1982,1987,1
684,19066,2 generation,2006,2010,1
685,19066,1 generation,2001,2005,1
689,664,6 generation,2009,2019,1
690,664,5 generation,2008,2009,1
691,664,4 generation,2000,2007,1
692,664,3 generation,1996,1999,1
693,664,2 generation,1991,1995,1
694,664,1 generation,1986,1991,1
696,667,11 generation,2000,2005,1
697,667,10 generation,1989,1997,1
698,667,9 generation,1983,1988,1
700,676,2 generation,1991,1997,1
701,676,1 generation [restyling],1986,1992,1
702,676,1 generation,1978,1986,1
704,688,1 generation [restyling],2010,2015,1
705,688,1 generation,2006,2013,1
708,691,1 generation,1991,1997,1
712,697,2 generation,2001,2009,1
713,697,1 generation,1997,2001,1
717,700,2 generation,2003,2019,1
722,702,1 generation,1996,2004,1
725,708,GMT800,2000,2006,1
726,708,GMT900,2006,2014,1
738,738,3 generation,1997,2000,1
739,739,3 generation,1998,2006,1
740,739,2 generation,1988,1996,1
741,740,2 generation,1998,2019,1
742,740,1 generation,1990,1998,1
743,742,3 generation,1990,2006,1
745,18961,2 generation,1990,2006,1
747,750,2 generation,2007,2019,1
748,750,1 generation,1997,2007,1
750,753,9 generation,2012,2016,1
753,753,7 generation,2002,2006,1
757,753,3 generation,NULL,NULL,1
759,759,5 generation,2008,2011,1
760,759,5 generation [restyling],2011,2019,1
761,759,4 generation [restyling],2005,2008,1
762,759,2 generation,1986,1994,1
763,759,1 generation,NULL,NULL,1
768,761,9 generation [restyling],2013,2019,1
770,761,9 generation,2012,2015,1
771,761,8 generation,2005,2008,1
772,761,7 generation,2000,2005,1
773,761,6 generation,1995,2001,1
774,761,5 generation,1991,1997,1
776,761,2 generation,NULL,NULL,1
778,763,4 generation,2012,2015,1
779,763,3 generation,2006,2009,1
780,763,2 generation,2002,2004,1
781,763,1 generation,1995,1999,1
782,764,3 generation,1992,1999,1
783,764,2 generation,1987,1992,1
784,764,1 generation,1983,1987,1
785,767,1 generation [restyling],2012,2015,1
786,767,1 generation,2009,2012,1
787,768,2 generation,1997,2000,1
788,768,1 generation,1992,1996,1
789,770,1 generation [restyling],2006,2008,1
790,770,1 generation,2003,2006,1
791,774,2 generation,2007,2010,1
792,774,1 generation,2001,2007,1
794,778,2 generation,2009,2011,1
795,778,1 generation,1999,2006,1
796,779,5 generation,2007,2010,1
797,779,4 generation,2003,2005,1
798,779,3 generation,1998,2003,1
799,779,2 generation,1995,1998,1
800,779,1 generation,1989,1995,1
801,780,4 generation,2001,2004,1
802,780,3 generation,1993,1995,1
803,780,2 generation,1989,1993,1
804,780,1 generation,1985,1989,1
805,782,2 generation,2007,2011,1
806,782,1 generation,2001,2004,1
807,783,4 generation,2004,2008,1
808,783,3 generation,1996,2004,1
810,783,2 generation,1990,1996,1
811,784,5 generation,2008,2010,1
812,784,4 generation,2003,2006,1
813,784,3 generation,1998,2001,1
819,790,4 generation,2008,2013,1
820,790,3 generation,2003,2007,1
821,790,2 generation,1998,2003,1
822,790,1 generation,1994,1999,1
823,792,2 generation,2006,2010,1
824,792,1 generation,1996,2006,1
825,793,2 generation,1997,2002,1
826,793,1 generation,1993,1997,1
827,794,2 generation,2008,2011,1
828,794,1 generation,2002,2006,1
829,795,5 generation,1996,2001,1
830,795,4 generation,1991,1996,1
831,795,3 generation,NULL,NULL,1
832,795,2 generation,NULL,NULL,1
833,795,1 generation,NULL,NULL,1
834,801,2 generation,1998,2003,1
835,801,1 generation,1995,1998,1
836,803,4 generation,2009,2012,1
837,803,3 generation,2005,2007,1
838,803,2 generation,2001,2005,1
839,803,1 generation,1996,2001,1
840,804,2 generation,2006,2009,1
841,804,1 generation,2000,2003,1
844,818,RB,2010,2019,1
845,818,MC,2006,2011,1
846,818,LC [restyling],2002,2006,1
847,818,X3,1994,1997,1
849,820,HD,2006,2010,1
851,820,XD,2000,2003,1
852,822,GK F/L2 [2th restyling],2007,2009,1
853,822,RD [restyling],1999,2001,1
854,822,RD,1996,1999,1
856,824,HD,2006,2011,1
857,824,XD,2000,2003,1
858,824,J2,1995,1998,1
859,824,J1,1990,1993,1
860,825,2 generation,2010,2013,1
861,826,X2,1989,1991,1
862,826,X1,1985,1989,1
864,828,2 generation,2013,2017,1
865,828,1 generation,2008,2012,1
867,831,HG,2011,2019,1
868,831,TG,2005,2010,1
869,831,XG,1999,2003,1
870,831,LX,1992,1998,1
871,831,L,1986,1992,1
872,832,1 generation,2007,2009,1
873,832,1 generation [restyling],2010,2013,1
875,834,GD,2012,2015,1
878,839,J2,1995,1998,1
879,839,J1 [restyling],1993,1995,1
880,844,2 generation,1982,1990,1
881,844,1 generation,1974,1990,1
882,845,DM,2012,2016,1
883,845,CM,2006,2010,1
884,845,SM [restyling],2004,2013,1
885,848,1 generation [restyling],2014,2017,1
886,848,1 generation,2010,2014,1
887,849,YF,2009,2015,1
888,849,NF [restyling],2008,2010,1
889,849,EF New [restyling],2001,2013,1
890,849,EF,1998,2001,1
891,849,Y3 [restyling],1996,1998,1
892,849,Y3,1993,1996,1
893,849,Y2 [restyling],1991,1993,1
894,850,Grand Starex,2007,2019,1
896,853,GK,2002,2004,1
897,853,RD,1996,1999,1
898,855,2 generation,2009,2015,1
899,855,1 generation,2004,2010,1
900,859,MC,2006,2009,1
901,859,LC [restyling],2003,2006,1
902,862,2 generation [restyling],2011,2013,1
903,862,2 generation,2008,2012,1
904,862,1 generation,2002,2006,1
909,864,4 generation [restyling],2007,2013,1
910,864,4 generation,2006,2010,1
911,867,Y51,2010,2013,1
912,867,Y50,2004,2008,1
913,867,Y34,2002,2005,1
914,867,F31,1989,1992,1
915,868,3 generation,2001,2006,1
916,868,2 generation,1996,2001,1
917,868,1 generation,1989,1996,1
920,871,3 generation,2010,2013,1
921,875,Z62 [restyling],2014,2018,1
922,875,Z62,2013,2014,1
925,886,2 generation,1998,2000,1
926,886,1 generation,1989,1994,1
927,888,GS-5,1997,2002,1
932,890,1 generation,1987,2002,1
933,891,2 generation,2016,2019,1
935,891,1 generation [restyling],2008,2012,1
939,892,2 generation,1993,2000,1
940,892,1 generation,1988,1992,1
941,893,Coupe,1990,1995,1
944,895,2 generation,1998,2002,1
946,897,2 generation,1991,1992,1
947,897,1 generation,1980,1991,1
949,898,1 generation,1998,2004,1
951,901,2 generation,1991,2003,1
952,901,1 generation,1992,1999,1
957,911,1 generation,2007,2011,1
966,918,X250 [restyling],2011,2016,1
967,918,X250,2007,2011,1
968,919,X351 [restyling],2016,2019,1
969,919,X350,2003,2007,1
970,919,X308 [restyling],1997,2003,1
972,919,X300,1994,1997,1
976,921,2 generation,1991,1996,1
979,922,X150 [2th restyling],2011,2014,1
980,922,X100,1996,2002,1
981,923,KL,2013,2017,1
982,923,KK,2007,2013,1
983,923,KJ,2001,2007,1
984,923,XJ,1984,2001,1
985,926,1 generation [restyling],2011,2013,1
986,926,1 generation,2006,2010,1
987,927,WK2 [restyling],2013,2019,1
988,927,WK2,2010,2014,1
989,927,WK,2004,2010,1
990,927,WJ,1999,2004,1
991,927,ZJ,1991,1999,1
992,929,2 generation,2007,2014,1
993,929,1 generation,2000,2007,1
994,931,JK,2006,2011,1
995,931,TJ,1997,2006,1
996,931,YJ,1987,1996,1
998,937,4 generation,2013,2019,1
999,937,3 generation,2006,2010,1
1000,937,2 generation,2002,2006,1
1001,937,1 generation,2000,2002,1
1002,938,VQ,2006,2010,1
1003,938,UP/GQ [restyling],2001,2006,1
1004,938,UP/GQ,1999,2002,1
1005,939,2 generation,2012,2015,1
1006,939,1 generation [restyling],2010,2012,1
1007,939,1 generation,2007,2010,1
1009,940,2 generation,2009,2013,1
1010,940,1 generation [restyling],2007,2009,1
1011,941,1 generation [restyling],1998,2001,1
1012,941,1 generation,1996,1998,1
1013,946,2 generation [restyling],2008,2010,1
1014,946,2 generation,2006,2008,1
1015,946,1 generation,2001,2003,1
1016,949,3 generation [restyling],2013,2015,1
1018,949,2 generation [restyling],2009,2010,1
1019,949,2 generation,2006,2008,1
1020,949,1 generation,2000,2002,1
1021,950,2 generation,2011,2015,1
1022,950,1 generation,2004,2007,1
1024,956,3 generation,2011,2015,1
1025,956,2 generation,2005,2009,1
1026,956,1 generation [restyling],2002,2005,1
1027,958,2 generation,1997,2001,1
1028,958,1 generation,1992,1994,1
1029,959,2 generation,2001,2004,1
1030,959,1 generation,1997,2001,1
1031,960,2 generation [restyling],2012,2019,1
1032,960,2 generation,2009,2012,1
1033,960,1 generation [restyling],2006,2011,1
1034,960,1 generation,2002,2006,1
1035,961,2 generation,2014,2016,1
1036,961,1 generation,2008,2011,1
1037,963,3 generation [restyling],2014,2015,1
1038,963,3 generation,2010,2014,1
1039,963,2 generation,2004,2008,1
1040,963,1 generation,1993,2006,1
1043,977,1 generation [restyling],2012,2013,1
1044,977,1 generation,2006,2013,1
1048,990,3 generation,2008,2014,1
1049,990,2 generation,1993,1999,1
1050,990,1 generation,1979,1994,1
1055,1000,1 generation,1984,1993,1
1057,1004,1 generation,2003,2006,1
1060,1007,4 generation,2009,2013,1
1061,1007,3 generation,2004,2009,1
1062,1007,2 generation,1998,2004,1
1063,1007,4 generation [restyling],2013,2016,1
1064,1008,2 generation [2th restyling],2012,2015,1
1065,1008,2 generation [restyling],2010,2012,1
1066,1008,2 generation,2006,2010,1
1067,1008,1 generation,1998,2006,1
1069,1010,4 generation,2012,2017,1
1070,1010,3 generation,2002,2005,1
1071,1010,2 generation,1994,2002,1
1072,1010,1 generation,1970,1994,1
1073,1011,2 generation,2013,2019,1
1074,1011,1 generation [restyling],2009,2013,1
1075,1011,1 generation,2005,2009,1
1076,1019,1 generation [restyling],2013,2015,1
1077,1019,1 generation,2010,2013,1
1078,1020,6 generation,2012,2015,1
1079,1020,5 generation,2006,2009,1
1080,1020,4 generation,2001,2006,1
1081,1020,3 generation,1996,2001,1
1082,1020,2 generation,1991,1997,1
1083,1020,1 generation,1989,1991,1
1084,1021,4 generation,2011,2016,1
1085,1021,3 generation,2005,2008,1
1086,1021,2 generation,1997,2005,1
1087,1021,1 generation,1993,1997,1
1088,1022,2 generation [restyling],2013,2019,1
1089,1022,2 generation,2009,2013,1
1090,1022,1 generation,2002,2009,1
1092,1023,1 generation,2009,2012,1
1093,1024,XE30,2013,2016,1
1094,1024,XE20,2005,2010,1
1095,1024,XE10,1999,2005,1
1096,1026,4 generation [2th restyling],2012,2019,1
1097,1026,4 generation,2006,2009,1
1098,1026,3 generation,2000,2003,1
1099,1026,2 generation,1994,2000,1
1100,1026,1 generation,1989,1997,1
1101,1027,3 generation [restyling],2012,2015,1
1102,1027,3 generation,2007,2012,1
1103,1027,2 generation,1998,2002,1
1104,1027,1 generation,1996,1998,1
1105,1029,3 generation [restyling],2012,2015,1
1106,1029,3 generation,2009,2012,1
1107,1029,2 generation,2003,2006,1
1108,1029,1 generation,1997,2003,1
1109,1030,2 generation,2001,2010,1
1110,1030,1 generation,1994,2001,1
1115,1039,1 generation,1998,2006,1
1117,1046,1 generation,2006,2010,1
1119,1047,1 generation,2005,2009,1
1120,1048,3 generation,2007,2014,1
1122,1048,1 generation,1997,2003,1
1123,1049,3 generation,1998,2011,1
1126,1053,2 generation [restyling],2010,2019,1
1128,1053,2 generation,2004,2010,1
1129,1055,5 generation,1996,1998,1
1130,1055,4 generation,1991,1993,1
1131,1055,3 generation,1981,1987,1
1132,1055,2 generation,NULL,NULL,1
1133,1055,1 generation,1976,1978,1
1134,1060,Serie 3,2012,2016,1
1136,1060,Serie 2,2004,2011,1
1137,1061,TX2,2002,2006,1
1138,1061,TX1,1998,2002,1
1148,1106,3 generation,2013,2018,1
1149,1106,2 generation,1992,1997,1
1151,1115,6 generation,2012,2017,1
1152,1115,5 generation,2003,2008,1
1153,1115,4 generation,1994,2000,1
1154,1115,6 generation [restyling],2016,2019,1
1156,1121,3 generation,1996,2000,1
1157,1121,2 generation,1990,1996,1
1159,1123,DE [restyling],2010,2019,1
1160,1123,DE,2007,2010,1
1161,1123,DY,2003,2005,1
1162,1124,BM,2013,2016,1
1163,1124,BL,2009,2013,1
1164,1124,BK,2003,2006,1
1165,1125,BJ,1998,2000,1
1166,1125,BA,1994,1998,1
1167,1125,BG,1989,1995,1
1168,1125,BF,1985,1989,1
1169,1125,BD,1980,1986,1
1170,1125,FA [restyling],1979,1986,1
1171,1126,CW,2010,2015,1
1172,1126,CR,2005,2008,1
1173,1127,GJ,2012,2015,1
1174,1127,GH,2007,2012,1
1175,1127,GG,2002,2005,1
1176,1129,GF,1997,1999,1
1177,1129,GE,1991,1997,1
1178,1129,GD,1987,1992,1
1179,1129,GC,1982,1987,1
1180,1129,CB [restyling],1978,1980,1
1181,1131,4 generation,1988,1992,1
1185,1133,BM,2013,2016,1
1186,1133,BL,2009,2012,1
1187,1133,BK,2003,2009,1
1188,1137,5 generation,1998,2002,1
1189,1137,4 generation,NULL,NULL,1
1190,1140,4 generation,1999,2019,1
1191,1140,3 generation,1990,1999,1
1193,1142,4 generation,NULL,NULL,1
1194,1142,7 generation,1997,2002,1
1195,1143,2 generation,1989,1998,1
1198,1143,3 generation,1998,2001,1
1199,1147,1 generation [2th restyling],2012,2015,1
1200,1147,1 generation [restyling],2009,2012,1
1201,1148,DE,2007,2010,1
1203,1148,DW,1996,1999,1
1204,1156,BF,NULL,NULL,1
1205,1156,BH,1994,1998,1
1206,1156,BG,1989,2003,1
1209,1161,LY,2006,2007,1
1210,1161,LW,1999,2003,1
1211,1161,LV [restyling],1994,1999,1
1213,1163,NC,2005,2008,1
1214,1163,NB,1998,2000,1
1215,1163,NA,1990,1998,1
1216,1167,CW,2010,2015,1
1217,1167,CR,2005,2007,1
1218,1167,CP [restyling],2001,2005,1
1220,1168,1 generation,NULL,NULL,1
1221,1170,BJ,1998,2000,1
1222,1170,BJ [restyling],2000,2003,1
1225,1173,FD,1991,2000,1
1226,1173,FD [restyling],2000,2002,1
1227,1173,FC [restyling],NULL,NULL,1
1230,1178,2 generation,2007,2011,1
1231,1178,1 generation [restyling],2004,2008,1
1289,1210,W639 [restyling],2010,2015,1
1290,1210,W639,2003,2010,1
1294,1216,1 generation,1998,2002,1
1300,1217,3 generation,1991,2002,1
1305,1219,1 generation [restyling],2007,2011,1
1309,1224,1 generation,1996,2001,1
1314,1226,3 generation,1995,2000,1
1315,1227,1 generation [2th restyling],1988,1994,1
1316,1227,1 generation [restyling],1986,1988,1
1318,1229,3 generation,2000,2002,1
1319,1229,2 generation,1998,2000,1
1325,1255,F57,2016,2019,1
1331,1266,1 generation [restyling],2012,2016,1
1332,1266,1 generation,2010,2012,1
1335,1270,2 generation,1991,1997,1
1337,1271,CJO,1996,2002,1
1338,1271,C50,1988,1992,1
1339,1271,CAO,1987,1996,1
