2990,177,178,Coupe,1
2992,18960,9045,Coupe,1
2993,185,182,Sedan,1
2995,188,186,Sedan,1
2997,189,188,Minivan,1
2999,191,193,Sedan,1
3000,193,197,Sedan,1
3001,195,5519,Coupe,1
3002,195,5519,Cabriolet,1
3003,196,201,Sedan,1
3004,198,204,Coupe,1
3007,200,5521,Sedan,1
3008,200,5521,Coupe,1
3009,204,7750,R hatchback,1
3014,216,5524,Sedan,1
3015,220,212,Sedan 4-doors,1
3016,221,215,Sedan,1
3018,224,224,SUV,1
3020,227,228,Sedan,1
3022,229,235,Crossover,1
3023,233,5525,Coupe,1
3024,233,5525,Cabriolet,1
3027,2254,277,Crossover,1
3028,259,5526,Sedan,1
3029,259,5526,Hatchback 5-doors,1
3030,261,280,Pickup,1
3031,262,282,Sedan,1
3032,262,282,Hatchback,1
3033,264,285,Convertible SUV 3-doors,1
3034,264,285,SUV,1
3036,267,289,Coupe,1
3037,267,291,Cabriolet 2-doors,1
3038,268,293,Sedan,1
3039,269,297,Crossover,1
3040,270,300,Sedan,1
3041,270,300,Coupe,1
3042,270,300,Cabriolet,1
3043,276,303,Sedan,1
3044,277,5527,Extended Cab pickup 2-doors,1
3045,277,5527,Crew Cab pickup 4-doors,1
3046,277,5527,Regular Cab pickup 2-doors,1
3047,278,5528,Hatchback 5-doors,1
3048,278,5528,SS hatchback 5-doors,1
3050,278,5528,Sedan,1
3051,280,307,Stingray targa 2-doors,1
3052,280,307,Z06 targa 2-doors,1
3053,282,311,Sedan 4-doors,1
3054,282,311,Hatchback 5-doors,1
3055,282,311,wagon 5-doors,1
3056,284,313,Crossover,1
3058,288,317,Sedan,1
3059,289,5529,Hatchback 5-doors,1
3060,289,5529,Sedan,1
3061,290,5530,Sedan,1
3062,290,5530,Hatchback,1
3063,290,5530,wagon,1
3064,295,322,Sedan,1
3065,296,5531,Sedan,1
3066,296,5531,Hatchback,1
3067,297,329,Coupe,1
3068,300,331,SUV 5-doors,1
3069,301,5532,Sedan,1
3070,301,5532,wagon,1
3071,302,334,Sedan,1
3072,306,5533,Extended Cab pickup 2-doors,1
3073,306,5533,Regular Cab pickup 2-doors,1
3074,306,5533,Crew Cab pickup 4-doors,1
3075,308,5534,Sedan,1
3076,308,5534,ZA-spec hatchback 5-doors,1
3077,309,338,Hatchback,1
3078,312,9236,SUV,1
3079,313,345,SUV 5-doors,1
3080,315,349,SUV 5-doors,1
3081,316,351,SUV,1
3085,323,356,Sedan,1
3086,324,5537,Cabriolet,1
3087,324,5537,Coupe,1
3088,326,359,Sedan,1
3089,328,361,Sedan,1
3090,329,5538,Cabriolet,1
3091,329,5538,Coupe,1
3092,329,5538,Sedan,1
3093,330,364,Sedan,1
3094,332,366,Sedan,1
3095,333,368,Sedan,1
3096,336,5539,Cabriolet,1
3097,336,5539,Hatchback,1
3098,338,371,Cabriolet,1
3099,338,371,Sedan,1
3102,341,375,Minivan,1
3108,347,5543,Hatchback 3-doors,1
3109,347,5543,Hatchback 5-doors,1
3110,348,6695,Minivan,1
3111,349,5544,GT hatchback 5-doors,1
3112,349,5544,Hatchback,1
3115,354,392,Hatchback,1
3116,355,395,Minivan,1
3117,358,398,Sedan 4-doors,1
3118,358,397,Sedan,1
3119,359,399,Minivan 5-doors,1
3120,360,402,Sedan,1
3121,360,402,CrossTourer wagon 5-doors,1
3123,363,405,Break wagon,1
3124,363,405,Hatchback,1
3125,364,7849,Cabriolet,1
3126,364,5545,Hatchback,1
3129,371,5547,Hatchback 5-doors,1
3130,371,5547,Hatchback 3-doors,1
3131,373,410,Hatchback,1
3132,373,410,wagon,1
3133,374,412,Hatchback,1
3134,374,412,Break wagon,1
3135,375,5548,Break wagon,1
3136,375,5548,Hatchback,1
3137,375,5548,Hatchback 3-doors,1
3138,377,5549,wagon,1
3139,377,5549,Hatchback 5-doors,1
3140,377,5549,Hatchback 3-doors,1
3144,381,5551,wagon,1
3145,381,5551,Sedan,1
3148,386,420,Sedan,1
3149,388,422,Hatchback 5-doors,1
3150,395,424,Minivan,1
3151,399,426,Sedan,1
3152,400,9270,Sedan,1
3153,400,5552,Hatchback,1
3154,401,5553,SUV 2-doors,1
3155,401,5553,SUV,1
3156,402,5554,Sedan,1
3157,402,9271,Hatchback,1
3158,403,5555,Sedan,1
3159,403,5555,Hatchback 5-doors,1
3160,403,5555,Hatchback 3-doors,1
3162,407,9274,Hatchback,1
3163,409,435,Sedan,1
3164,410,436,Sedan,1
3165,410,436,wagon,1
3166,412,5556,Sedan,1
3167,412,5556,Hatchback,1
3174,421,445,Hatchback,1
3175,426,447,Sedan,1
3176,426,447,Hatchback,1
3179,433,5559,Soft top SUV 3-doors,1
3180,433,5559,Hard top SUV,1
3181,435,5560,Hatchback,1
3182,435,5560,Cabriolet,1
3184,439,464,Hatchback 5-doors,1
3185,439,464,Hatchback 3-doors,1
3189,444,5562,Hard top SUV,1
3191,445,469,Hatchback,1
3192,450,471,Crossover,1
3205,474,5566,Coupe,1
3206,474,5566,Barchetta cabriolet,1
3209,488,480,Sedan,1
3210,490,482,Grand minivan 5-doors,1
3211,491,486,Coupe 2-doors,1
3214,496,494,SUV,1
3216,499,501,Sedan,1
3217,503,503,Sedan,1
3218,506,505,1500 Quad Cab pickup 4-doors,1
3220,507,509,SUV,1
3221,511,513,Sedan,1
3222,511,513,Coupe,1
